"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@Saffy_Saf Hey there, you may send over your complaints to our email inbox at customerservice.uk@hm.com. Hope to hear from you!",FALSE,0,"Saffy_Saf",2020-05-28 14:13:23,FALSE,"1266002766469697538","1266009680691724288","526600841","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@JaneRambo2019 Uh-oh! We can look into this for you. Please DM us with your full name, email and mailing address. T… https://t.co/tYmorUDTzD",FALSE,0,"JaneRambo2019",2020-05-27 21:35:22,TRUE,"1265756627610873857","1265758520647004162","2253594902","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@robobrien2014 Hey Rob, we're more than happy to clarify. For security reasons, we kindly request that your wife se… https://t.co/LYxe14i7Am",FALSE,0,"robobrien2014",2020-05-27 15:10:39,TRUE,"1265660186838040576","1265661704643502080","2342187446","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@jonsmithmusic_ Hey Jon, we're so sorry to hear this and would love to investigate this further. Please DM us with… https://t.co/5IJ02rAQwq",FALSE,0,"jonsmithmusic_",2020-05-27 13:28:05,TRUE,"1265564305698758656","1265635890996613121","168846417","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@emilyfisherldn We're happy to hear it Emily! Have a lovely day!",FALSE,0,"emilyfisherldn",2020-05-27 09:05:50,FALSE,"1265565051592851458","1265569893283479553","982170611836338177","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@RyanTorme Hi there! We're happy to take a look into this for you. Can you please DM us with your order number, and… https://t.co/r2KFnnmw4l",FALSE,0,"RyanTorme",2020-05-26 19:45:52,TRUE,"1265347735823269890","1265368575252070406","732894960","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@ErinRW05 Hi there! We're happy to take a look into this for you! Can you please DM us with your account info? (Ful… https://t.co/WcpgunHsNz",FALSE,0,"ErinRW05",2020-05-26 17:35:53,TRUE,"1265248372295942145","1265335866181943297","898282579","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@danelle_french Hi, returns may take up to 14 days to arrive to our warehouse. Please keep an eye out for a confirm… https://t.co/Ow0VOcBz3z",FALSE,0,"danelle_french",2020-05-26 13:48:08,TRUE,"1265247393810964480","1265278551143485440","20505472","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@KalTatter Hi there! No worries, we are here to help! Please DM us your full name, order number, and complete addre… https://t.co/2oitMrp3HQ",FALSE,0,"KalTatter",2020-05-26 12:58:46,TRUE,"1265253925185257479","1265266126453342210","2379352414","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@aalleexiss1 Hi there. We're sorry to keep you waiting! You may experience a delay in receiving your package as we’… https://t.co/lMmCBigxAk",FALSE,1,"aalleexiss1",2020-05-26 10:46:26,TRUE,"1265209475583012866","1265232823516123137","1158314669041307649","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@KatieHirst7 Hi there! Please DM us verifying your full name, email, and mailing address linked to this order. We'd… https://t.co/sF2BqblfXM",FALSE,1,"KatieHirst7",2020-05-25 16:08:51,TRUE,"1264947957268385792","1264951574239031299","1116669806026080256","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@rachapps Hi there. We're so sorry for the site issues. We do not have any reported issues thus far. We recommend c… https://t.co/FPFzkfXFT8",FALSE,0,"rachapps",2020-05-25 13:56:06,TRUE,"1264896240560545793","1264918164858712064","323833793","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@ShannenCAH Uh-oh! Seems like your order didn't go through. The charge you're seeing is a pending transaction which… https://t.co/LzZ6oZXAw2",FALSE,0,"ShannenCAH",2020-05-24 21:55:50,TRUE,"1264673074793926660","1264676508137816064","1022143484","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@laurenchorno Uh-oh! Sounds like your order didn't go through! What you're seeing on your bank account is a pending… https://t.co/gstWXA4xpJ",FALSE,0,"laurenchorno",2020-05-24 21:18:43,TRUE,"1264665137170001920","1264667165569015813","472393509","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/UXEteyahhj",FALSE,86,NA,2020-05-24 08:05:10,TRUE,NA,"1264467464559132673",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",24,FALSE,FALSE,NA,NA
"@NatashaKLondon Hey there. We can access this information with your order number, but for security purposes we need… https://t.co/fE0nqlRDEd",FALSE,0,"NatashaKLondon",2020-05-24 01:30:21,TRUE,"1264364506123309057","1264368102550183936","44337193","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@NatashaKLondon Hi there! We're happy to take a look into this for you. Can you please DM us with your order number… https://t.co/Y3YtQKKMd4",FALSE,0,"NatashaKLondon",2020-05-24 01:13:29,TRUE,"1264344987845656577","1264363859948851201","44337193","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@CassiaRowsell Oh no! We're so sorry for the order issues. We're happy to take a look into this for you. Can you pl… https://t.co/3m4uRpQ31o",FALSE,0,"CassiaRowsell",2020-05-23 22:42:40,TRUE,"1264311095096832000","1264325906107191300","483020878","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@ThakrarRisha Hi there. We're so sorry for the return delays! Can you please DM us with your order number, and for… https://t.co/NRc2grvHBg",FALSE,0,"ThakrarRisha",2020-05-23 22:32:52,TRUE,"1264304465802338306","1264323440988893186","1138570594750992384","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@Shaletee18 Hey there, so sorry for the confusion! Since your order was split into two parcels, you should have rec… https://t.co/33I4Qtd6Hz",FALSE,1,"Shaletee18",2020-05-23 22:31:45,TRUE,"1264307185875550208","1264323157718073344","1256684782395838465","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@jamessettle Oops! Though the site has this lovely sweater marked as ""coming soon,"" we have no plans currently to b… https://t.co/RA17AnumaP",FALSE,0,"jamessettle",2020-05-23 22:20:33,TRUE,"1264312167748308999","1264320338181136384","35338071","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@LRD1402 Hey there! We've got great news! This specific model of mirror will be re-released later this year, so be… https://t.co/yfVxOdcTmK",FALSE,0,"LRD1402",2020-05-23 21:41:19,TRUE,"1264278588515328002","1264310465137688579","35512350","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@vicky_mrs Hey there, we'd love nothing more than to honor your birthday wishes! Kindly send us a DM with your acco… https://t.co/grl3p8e2ia",FALSE,0,"vicky_mrs",2020-05-23 19:04:47,TRUE,"1264270552035921920","1264271074511986690","1000290402","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@pgreen_2020 Hi! Due to safety measures regarding COVID-19, your order may take slightly longer to be delivered. Re… https://t.co/LKiqwcMoUw",FALSE,0,"pgreen_2020",2020-05-23 16:53:12,TRUE,"1264223531396665344","1264237959903154176","535517277","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@hannahmaddocks Let's see if we can help! Please DM us with your full name, email and mailing address. Hope to hear… https://t.co/dcSguLeFJU",FALSE,0,"hannahmaddocks",2020-05-23 14:25:58,TRUE,"1264118039517245440","1264200908285587457","19911111","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@mumbossHQ Oh no! We're so sorry about the mix up! We're happy to take a look into this for you. Can you please DM… https://t.co/BaVJDaq7I0",FALSE,0,"mumbossHQ",2020-05-22 19:53:53,TRUE,"1263910949490241536","1263921041547673603","3107972839","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@DonnaDundasBlog Oh no, we're sorry to hear this. Please DM us your full name, email, and order number. Chat soon! https://t.co/s3JziO8FEq",FALSE,0,"DonnaDundasBlog",2020-05-22 14:36:56,FALSE,"1263835142902165505","1263841279269654528","772171893097070592","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@cazzytheblondie Hey, please confirm the full name, email address and the billing address, so we can look in to you… https://t.co/p5hzzxt0FO",FALSE,0,"cazzytheblondie",2020-05-22 11:55:28,TRUE,"1263800297660526594","1263800644634316800","36458686","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"@zokate8 Hi there! Sorry to hear you haven't received your order. We will gladly have a look into this. Please DM u… https://t.co/mFwu0YNOoN",FALSE,0,"zokate8",2020-05-21 12:25:26,TRUE,"1263397722066956289","1263445797317890055","3305911289","<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",0,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/bKowrIwk8g",FALSE,102,NA,2020-05-17 12:59:55,TRUE,NA,"1262004922784063489",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",21,FALSE,FALSE,NA,NA
"We are letting global aid organisations utilise our channels to share information around health and safety during t… https://t.co/NAORZlS5zN",FALSE,62,NA,2020-05-15 12:56:47,TRUE,NA,"1261279361510117381",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",13,FALSE,FALSE,NA,NA
"In response to the urgent need for personal protective equipment (PPE) for health care workers, we've adapted our s… https://t.co/IZDC7xvpMh",FALSE,129,NA,2020-05-14 08:00:01,TRUE,NA,"1260842287396945921",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",27,FALSE,FALSE,NA,NA
"Nurses everywhere, we thank you.

Today is #InternationalNursesDay, a day we honour the vital role nurses play in h… https://t.co/mK7l81lBzt",FALSE,126,NA,2020-05-12 05:59:37,TRUE,NA,"1260087212827435008",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",30,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/QWv4ekUONB",FALSE,66,NA,2020-05-10 08:00:03,TRUE,NA,"1259392744759463941",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",12,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/kpFEXc5Ip1",FALSE,81,NA,2020-05-03 08:00:40,TRUE,NA,"1256856185191399426",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",21,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/edI6EaZJVo",FALSE,134,NA,2020-04-26 08:00:01,TRUE,NA,"1254319307879784448",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",30,FALSE,FALSE,NA,NA
"RT @Drapers: .@hm has been ranked highest in this year's Fashion Transparency Index by @Fash_Rev. High street brands including @marksandspe…",FALSE,0,NA,2020-04-22 08:48:00,FALSE,NA,"1252881829318627328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hm",17,TRUE,FALSE,NA,NA
"We like to take fashion risks, but we’re not into risky fashion. That’s why we’ve adopted the strictest chemical re… https://t.co/fiJDDkQWr8",FALSE,170,NA,2020-04-20 07:59:44,TRUE,NA,"1252144908946849794",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",27,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/toGRlsPb6h",FALSE,265,NA,2020-04-19 08:00:21,TRUE,NA,"1251782676819980289",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",72,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/eAW02Axa5Z",FALSE,254,NA,2020-04-12 08:00:05,TRUE,NA,"1249245891724226560",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",104,FALSE,FALSE,NA,NA
"Even in times of uncertainty, innovation can’t wait. The #globalchangeaward is initiated by #HMFoundation and suppo… https://t.co/cFNn0hfLvS",FALSE,65,NA,2020-04-08 17:00:23,TRUE,NA,"1247932314727874563",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",17,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/mLe4094jTN",FALSE,93,NA,2020-04-08 09:59:50,TRUE,NA,"1247826477879607296",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",26,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/MfVEjcJ7MW",FALSE,72,NA,2020-04-08 07:00:05,TRUE,NA,"1247781242705080322",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",16,FALSE,FALSE,NA,NA
"Remember to be kind!

We're letting global aid organisations utilise our social media channels to share messages ar… https://t.co/XRJztISClu",FALSE,209,NA,2020-03-29 09:59:52,TRUE,NA,"1244202606622359552",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",70,FALSE,FALSE,NA,NA
"We're letting global aid organisations utilise our social media channels to share messages around health and safety… https://t.co/hIamr7GzyR",FALSE,134,NA,2020-03-28 10:59:50,TRUE,NA,"1243855311246626818",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",34,FALSE,FALSE,NA,NA
"For the ultimate retro vibe. #HMMan https://t.co/JfBnnoagTS https://t.co/nwkymdyC6R",FALSE,147,NA,2020-03-14 10:59:48,FALSE,NA,"1238781871007416320",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",21,FALSE,FALSE,NA,NA
"A T-shirt dress is always a good idea. #JustineSkyexHM #HM https://t.co/6V6uaeOYNy",FALSE,168,NA,2020-03-13 15:59:36,FALSE,NA,"1238494932291248128",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",26,FALSE,FALSE,NA,NA
"The exclusive collaboration with American singer-songwriter Justine Skye has DROPPED! #JustineSkyexHM #HM https://t.co/BCBxkLCUHc",FALSE,426,NA,2020-03-13 12:00:01,FALSE,NA,"1238434639167045633",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",52,FALSE,FALSE,NA,NA
"Fridays are for flowers (and fabulous outfits)! #JohannaOrtizxHM https://t.co/gvPH9sLCQ2 https://t.co/ZkcIBKbhMi",FALSE,88,NA,2020-03-13 08:00:01,FALSE,NA,"1238374241369837569",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",19,FALSE,FALSE,NA,NA
"Which signature floral print from #JohannaOrtizxHM is your fave? <U+0001F33A><U+0001F337><U+0001F338> Shop it now! https://t.co/0gts6gVolv https://t.co/qHFVH6Bcox",FALSE,136,NA,2020-03-12 15:59:46,FALSE,NA,"1238132587832410112",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",19,FALSE,FALSE,NA,NA
"The brown trend beauty look is the perfect mix of cool and mature — and we have the ultimate palette to create it.… https://t.co/lQ1oHP9OKs",FALSE,78,NA,2020-03-12 10:59:59,TRUE,NA,"1238057143384838144",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",9,FALSE,FALSE,NA,NA
"Just in! #JohannaOrtizxHM is ready to shop. <U+0001F334> https://t.co/4ys3fOLFCq https://t.co/JHwcoSpRaR",FALSE,86,NA,2020-03-12 08:00:09,FALSE,NA,"1238011887448662017",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",16,FALSE,FALSE,NA,NA
"City chic in one look. #HM https://t.co/OM0LvRRvmh https://t.co/NdHPMrI7SY",FALSE,157,NA,2020-03-11 15:59:38,FALSE,NA,"1237770165959483392",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",19,FALSE,FALSE,NA,NA
"Can't get enough? We put the beautiful prints on swimwear, as well. #JohannaOrtizxHM drops 12 March.… https://t.co/ZHoNyucB64",FALSE,85,NA,2020-03-11 11:00:03,TRUE,NA,"1237694773735161856",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",12,FALSE,FALSE,NA,NA
"These dresses are for sitting, standing and lying down. #JohannaOrtizxHM drops 12 March. https://t.co/pSK3mVJHRl https://t.co/Qwk4gmijdi",FALSE,117,NA,2020-03-11 07:59:56,FALSE,NA,"1237649442230149120",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",14,FALSE,FALSE,NA,NA
"Trend alert: Windbreaker jackets with functional detailing. #HMMan https://t.co/4f8IFLyaEM https://t.co/zp7NLiG3uY",FALSE,93,NA,2020-03-10 15:59:38,FALSE,NA,"1237407776990810113",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",9,FALSE,FALSE,NA,NA
"Styling tip for #JohannaOrtizxHM: bare feet &amp; salsa rhythms! The main collection drops 12 March.… https://t.co/lnuTLbqguC",FALSE,187,NA,2020-03-10 10:59:50,TRUE,NA,"1237332329066094593",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",24,FALSE,FALSE,NA,NA
"For everyone who loves to bloom: our collab with Johanna Ortiz returns with a full collection of vibrant pieces. Sh… https://t.co/Wsau7COKTc",FALSE,78,NA,2020-03-10 08:00:16,TRUE,NA,"1237287139408314368",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",9,FALSE,FALSE,NA,NA
"Easy style tip: Pair your basics with paisley. #HMMan https://t.co/No23UAWlkz https://t.co/gLAxN2HapE",FALSE,80,NA,2020-03-09 15:59:40,FALSE,NA,"1237045398243627016",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",7,FALSE,FALSE,NA,NA
"Springtime calls for romantic blouses. #HM https://t.co/XSYwvTyw5V https://t.co/YEHqt8mK3U",FALSE,176,NA,2020-03-09 10:59:34,FALSE,NA,"1236969876411092992",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",15,FALSE,FALSE,NA,NA
"Suit on, game on! #HMKids https://t.co/CO6muzrJNo https://t.co/LluLYu9lJv",FALSE,81,NA,2020-03-09 08:00:01,FALSE,NA,"1236924689370447873",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",3,FALSE,FALSE,NA,NA
"7 of 10 leaders at H&amp;M are women, but this isn’t the norm. When women are empowered, embraced for their differences… https://t.co/HyrCsXsHsh",FALSE,88,NA,2020-03-08 16:00:07,TRUE,NA,"1236683121137004549",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",12,FALSE,FALSE,NA,NA
"At H&amp;M, no matter gender, sexual orientation or ethnicity, everyone has equal opportunities. And these values go be… https://t.co/uFo2MD4zW8",FALSE,115,NA,2020-03-08 09:00:00,TRUE,NA,"1236577396041691138",NA,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","hm",19,FALSE,FALSE,NA,NA
