"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@tlangkabel <U+2764><U+FE0F>",FALSE,1,"tlangkabel",2020-06-04 00:09:32,FALSE,"1268309407990976514","1268334034460962818","25653728","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/KNryPeuAUx",FALSE,1503,NA,2020-06-03 22:30:00,TRUE,NA,"1268308985624457216",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",314,FALSE,FALSE,NA,NA
"@Christopher2236 <U+2764><U+FE0F>",FALSE,0,"Christopher2236",2020-06-03 20:05:32,FALSE,"1268212796199665664","1268272626641915905","108146798","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"@Imlooney2M <U+2764><U+FE0F>",FALSE,4,"Imlooney2M",2020-06-03 20:03:47,FALSE,"1268234300110954496","1268272189045903361","1272784603","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/S2rHUezM4I",FALSE,2340,NA,2020-06-03 19:03:01,TRUE,NA,"1268256893300027393",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",515,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/XgTtbIwruh",FALSE,1965,NA,2020-06-03 16:45:01,TRUE,NA,"1268222164139941893",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",446,FALSE,FALSE,NA,NA
"@thatdavekguy <U+2764><U+FE0F>",FALSE,0,"thatdavekguy",2020-06-03 15:39:40,FALSE,"1267971548213805056","1268205721197436930","778314007388258305","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"RT @satyanadella: There is no place for hate and racism in our society. Empathy and shared understanding are a start, but we must do more.…",FALSE,0,NA,2020-06-03 15:00:01,FALSE,NA,"1268195739995451400",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",1759,TRUE,FALSE,NA,NA
"@LincloGames <U+2764><U+FE0F>",FALSE,1,"LincloGames",2020-06-03 04:50:03,FALSE,"1267678658761760768","1268042236974923776","1170052837960769537","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"@KaylaHo07212299 We will not tolerate hate speech or abusive comments. Your tweet has been reported and hidden, and… https://t.co/o0VYBEHuJg",FALSE,62,"KaylaHo07212299",2020-06-03 00:24:25,TRUE,"1267966899134103552","1267975390896640002","1176896429001969665","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",5,FALSE,FALSE,NA,NA
"@simiorz <U+2764><U+FE0F>",FALSE,2,"simiorz",2020-06-03 00:21:00,FALSE,"1267934477411639296","1267974529340649472","248761028","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/Jx8fKlDdia",FALSE,4210,NA,2020-06-02 23:45:01,TRUE,NA,"1267965473263673346",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",839,FALSE,FALSE,NA,NA
"@CodeSerendipity <U+2764><U+FE0F>",FALSE,0,"CodeSerendipity",2020-06-02 23:27:52,FALSE,"1267878015914164227","1267961158558011394","4796654122","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/EyzDVHqgoM",FALSE,3707,NA,2020-06-02 20:30:05,TRUE,NA,"1267916418667945989",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",760,FALSE,FALSE,NA,NA
"@jfate777 @XboxAmbassadors <U+2764><U+FE0F>",FALSE,27,"jfate777",2020-06-02 17:46:20,FALSE,"1267864261100998657","1267875209048027137","2286027342","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"@SpartanD27 <U+2764><U+FE0F>",FALSE,1,"SpartanD27",2020-06-02 17:45:57,FALSE,"1267863105129897985","1267875112763547648","1204959779027902466","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"@Myffi_ @Windows We will not tolerate hate speech or abusive comments. Your tweet has been reported and hidden, and… https://t.co/HlSaxAnUnj",FALSE,51,"Myffi_",2020-06-02 17:45:13,TRUE,"1267858921085186049","1267874929854144512","3108617883","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",2,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/5ZBbVSD81h",FALSE,5159,NA,2020-06-02 15:15:00,TRUE,NA,"1267837126881808388",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",1248,FALSE,FALSE,NA,NA
"#NewProfilePic Today, we will continue to uplift voices from the Black and African American community at Microsoft.",FALSE,3098,NA,2020-06-02 15:00:28,FALSE,NA,"1267833466688659456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",371,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/SYtBK5MpdK",FALSE,3634,NA,2020-06-01 22:15:00,TRUE,NA,"1267580435313446918",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",913,FALSE,FALSE,NA,NA
"@NLDx We will not tolerate hate speech or abusive comments. Your tweet will be reported and your account blocked.",FALSE,17,"NLDx",2020-06-01 20:35:25,FALSE,"1267542720119279617","1267555373155708928","302553296","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",1,FALSE,FALSE,NA,NA
"@thatdavekguy @XboxP3 We thought so, too.",FALSE,14,"thatdavekguy",2020-06-01 20:33:06,FALSE,"1267540298290380800","1267554788662636544","778314007388258305","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/ApImCK8q0v",FALSE,6631,NA,2020-06-01 19:30:00,TRUE,NA,"1267538911888367618",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",1501,FALSE,FALSE,NA,NA
"At this time, we will be using our platform to amplify voices from the Black and African American community at Micr… https://t.co/Xlf3fqLk7X",FALSE,9195,NA,2020-06-01 16:23:18,TRUE,NA,"1267491927110438912",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",2369,FALSE,FALSE,NA,NA
"More from CEO @satyanadella on empathy, compassion, and the need to drive change: https://t.co/i0Chbs1k2i https://t.co/LILRYKtpNQ",FALSE,2080,NA,2020-05-30 18:41:27,FALSE,NA,"1266801914823360512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",587,FALSE,FALSE,NA,NA
"Tomorrow, tune in as @SpecialOlympics athletes come together virtually <U+0001F3AE> to show that the power of inclusion and co… https://t.co/Z3BAroLrD2",FALSE,273,NA,2020-05-29 23:00:28,TRUE,NA,"1266504713924681738",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",64,FALSE,FALSE,NA,NA
"@safeasfuck <U+0001F602>",FALSE,3,"safeasfuck",2020-05-28 23:42:33,FALSE,"1265647926921048072","1266152914306977795","2883471","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",1,FALSE,FALSE,NA,NA
"RT @BradSmi: Recent tragedies impacting the black community are powerful reminders that we need real change. As a company, we’re focused on…",FALSE,0,NA,2020-05-28 23:33:56,FALSE,NA,"1266150746166366209",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",128,TRUE,FALSE,NA,NA
"@StraightBatPR <U+0001F451><U+0001F451>",FALSE,2,"StraightBatPR",2020-05-28 23:20:56,FALSE,"1266120343942565889","1266147475947229184","573023111","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"Thousands of games ready at launch. <U+0001F3AE><U+0001F440>

Xbox Series X: the most powerful and compatible console we've ever created.… https://t.co/B5H4wrU8ge",FALSE,961,NA,2020-05-28 23:00:00,TRUE,NA,"1266142207557480451",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",148,FALSE,FALSE,NA,NA
"@chirvvin The language of ~meme~.",FALSE,2,"chirvvin",2020-05-28 21:44:16,FALSE,"1266009634927775745","1266123149629886464","2792793965","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",1,FALSE,FALSE,NA,NA
"How can a computer tell the difference between a wolf and a husky? 

With responsible #MachineLearning tools, resea… https://t.co/5G2j4pCubS",FALSE,267,NA,2020-05-28 21:00:01,TRUE,NA,"1266112010166517760",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Microsoft",55,FALSE,FALSE,NA,NA
"Microsoft Windows. DOS with a 1990s view. #ThrowbackThursday https://t.co/nswE5gCtsD",FALSE,448,NA,2020-05-28 19:00:01,FALSE,NA,"1266081813723824128",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",86,FALSE,FALSE,NA,NA
"@MSEurope <U+0001F44F><U+0001F44F><U+0001F44F>",FALSE,3,"MSEurope",2020-05-28 18:28:43,FALSE,"1265931393529450497","1266073935587823621","104222894","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",1,FALSE,FALSE,NA,NA
"Anyone else? <U+0001F436><U+0001F515> https://t.co/CLYB5N5yF9",FALSE,807,NA,2020-05-28 18:28:00,FALSE,NA,"1266073755417292800",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",68,FALSE,FALSE,NA,NA
"@LKiely84 This is precious and well-deserved. Thank you. <U+0001F49E>",FALSE,1,"LKiely84",2020-05-28 17:51:00,FALSE,"1265995430925647873","1266064445836591104","2514850514","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"<U+0001F92F> What's a supercomputer, you ask? <U+0001F92F>

Allow Microsoft CTO @kevin_scott to introduce you to the computing revolution… https://t.co/5uGRp4OIIZ",FALSE,222,NA,2020-05-28 17:15:00,TRUE,NA,"1266055383639920640",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Microsoft",60,FALSE,FALSE,NA,NA
"RT @MSFTEnable: Today, @UW announced the establishment of the Center for Research and Education on Accessible Technology and Experiences (C…",FALSE,0,NA,2020-05-28 16:34:11,FALSE,NA,"1266045111164534784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",40,TRUE,FALSE,NA,NA
"RT @MicrosoftASIA: #SriLanka’s famous #tea industry replaces a century-old tradition of buying and selling with virtual e-auction technolog…",FALSE,0,NA,2020-05-28 15:16:35,FALSE,NA,"1266025583022047232",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",27,TRUE,FALSE,NA,NA
"RT @Xbox: Xbox Series X is the most compatible console ever.

<U+274C>No boost mode
<U+274C>No downclocking
<U+2705>The power of Xbox Series X for thousands of…",FALSE,0,NA,2020-05-28 14:48:14,FALSE,NA,"1266018449186144256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",3158,TRUE,FALSE,NA,NA
"Microsoft shows the power of the Intelligent Edge by applying AI to Boston Dynamic’s robot-pupper, Spot. https://t.co/LtP0eiY6yY",FALSE,829,NA,2020-05-27 23:30:00,FALSE,NA,"1265787367421440000",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Microsoft",225,FALSE,FALSE,NA,NA
"What's your top score? <U+0001F60E><U+0001F3C4><U+200D>+<U+FE0F> https://t.co/DSCqzikuSs",FALSE,342,NA,2020-05-27 22:56:12,FALSE,NA,"1265778863755444230",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",48,FALSE,FALSE,NA,NA
"@thebobpalmer There is. 

https://t.co/B2UZmgBugf",FALSE,11,"thebobpalmer",2020-05-27 21:43:33,FALSE,"1265655520381349890","1265760581375623171","19981976","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"RT @MSFTEnable: The #AbilitySummit began 10 years ago with the goal to bring together people with disabilities to share their practices and…",FALSE,0,NA,2020-05-27 21:15:00,FALSE,NA,"1265753394116952074",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",38,TRUE,FALSE,NA,NA
"The largest #AI models in the world are changing how we connect, communicate, and collaborate. <U+0001F30E>

Learn how these m… https://t.co/jpKe0uz4sY",FALSE,142,NA,2020-05-27 20:30:00,TRUE,NA,"1265742069894651905",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",42,FALSE,FALSE,NA,NA
"Whoops. <U+0001F636> https://t.co/JVHPwb81gU",FALSE,640,NA,2020-05-27 20:16:13,FALSE,NA,"1265738601243033613",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",52,FALSE,FALSE,NA,NA
"@heyill Do what you need. <U+0001F44C>",FALSE,3,"heyill",2020-05-27 06:54:00,FALSE,"1264932547336822785","1265536715730685953","724542360386826241","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"RT @XboxP3: Great partnership with the amazing team at @SpecialOlympics to bring gaming to the 2020 Special Olympics. Incredibly proud of a…",FALSE,0,NA,2020-05-27 01:00:00,FALSE,NA,"1265447629527429125",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",255,TRUE,FALSE,NA,NA
"@polisciprofhi <U+0001F605> We'll see what we can do.",FALSE,1,"polisciprofhi",2020-05-27 00:30:59,FALSE,"1265375617177935872","1265440329601134593","4182618855","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"RT @XboxGamePass: *various combat noises* Minecraft Dungeons is available today! https://t.co/f16gdlHaLg",FALSE,0,NA,2020-05-26 23:15:00,FALSE,NA,"1265421204871094274",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",437,TRUE,FALSE,NA,NA
"As organizations look to adopt #AI, they face significant challenges in developing and using AI responsibly. 

Lear… https://t.co/rsjEbFdTaU",FALSE,174,NA,2020-05-26 22:00:00,TRUE,NA,"1265402332076019719",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",39,FALSE,FALSE,NA,NA
"RT @MicrosoftEDU: Explore the world from the comfort of home with @SkypeClassroom live events. Every Wednesday, students, teachers, and par…",FALSE,0,NA,2020-05-26 21:15:00,FALSE,NA,"1265391007052562432",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",41,TRUE,FALSE,NA,NA
"RT @BradSmi: In our latest @MicrosoftTeams chat, @Trevornoah &amp; I talk w/ @fbardeau to learn how @simplonco is scaling #digitalskills traini…",FALSE,0,NA,2020-05-26 20:30:00,FALSE,NA,"1265379681886507008",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",70,TRUE,FALSE,NA,NA
"@JenMsft Bringing this reply to the top: 

We agree, but Ruckus still thinks he's the most important doggo. <U+0001F436>",FALSE,10,"JenMsft",2020-05-26 19:56:48,FALSE,"1265369809123860480","1265371326845292544","3309105596","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"@UnitZee We agree, but Ruckus still thinks he's the most important doggo.

And yes! The Background Blur feature in… https://t.co/Gl0IaJKWsc",FALSE,1,"UnitZee",2020-05-26 19:39:35,TRUE,"1265364986186121225","1265366993265324033","2910564844","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"*Turns on Background Blur*

""Just making sure the most important doggo is in the shot."" https://t.co/PGkIjWWdmE",FALSE,378,NA,2020-05-26 19:30:08,FALSE,NA,"1265364617271836672",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",45,FALSE,FALSE,NA,NA
"@IIIIWALEEDIIII <U+0001F333><U+2600>",FALSE,1,"IIIIWALEEDIIII",2020-05-26 18:47:08,FALSE,"1265316500786814976","1265353796005355522","975756832638750720","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"#ProjectBonsai is the first service component of Microsoft’s vision to empower customers to build, operate, and man… https://t.co/mwskJDB2sH",FALSE,248,NA,2020-05-26 18:15:00,TRUE,NA,"1265345708103815169",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",55,FALSE,FALSE,NA,NA
"RT @Xbox: Driven to <U+0001F3CE><U+FE0F> Destined for <U+0001F947>

Join Xbox, Forza and Minecraft as they put Special Olympics athletes in the driver’s seat for a one-…",FALSE,0,NA,2020-05-26 15:55:10,FALSE,NA,"1265310518413160448",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",139,TRUE,FALSE,NA,NA
"RT @Xbox: Ray Tracing                 Xbox Series X
                           <U+0001F91D>
          Holy Grail of Graphics 
               https://t…",FALSE,0,NA,2020-05-23 17:27:09,FALSE,NA,"1264246502827778048",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",2680,TRUE,FALSE,NA,NA
"@00rayhan @msexcel Seeing this meant one thing: you just lost a round of Microsoft Minesweeper. <U+2639><U+FE0F>",FALSE,1,"00rayhan",2020-05-23 17:26:06,FALSE,"1264228490905186304","1264246237370257408","2237481608","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"Have you ever played a game of Microsoft Minesweeper, and lost?",FALSE,219,"Microsoft",2020-05-23 17:21:53,FALSE,"1264225324805640192","1264245177671053314","74286565","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",19,FALSE,FALSE,NA,NA
"<U+0001F534><U+0001F7E2> Time to get creative <U+0001F7E1><U+0001F535>
 
We've got another Color-by-Number experience for your Saturday entertainment, and this… https://t.co/uEi32KbYen",FALSE,277,NA,2020-05-23 16:03:00,TRUE,NA,"1264225324805640192",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",37,FALSE,FALSE,NA,NA
"""Purr my last email"" https://t.co/mmYQxr8Ies",FALSE,834,NA,2020-05-22 23:14:07,FALSE,NA,"1263971431433433088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",79,FALSE,FALSE,NA,NA
"Chock-full of hidden Easter eggs, this year's #MSBuild was a virtual celebration of the conference's developer root… https://t.co/KhWQdhbyuZ",FALSE,279,NA,2020-05-22 22:30:00,TRUE,NA,"1263960329270308868",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",36,FALSE,FALSE,NA,NA
"@emmetts_13 (<U+3002>_<U+3002>)?",FALSE,1,"emmetts_13",2020-05-22 21:45:00,FALSE,"1263706227818803201","1263949005060538369","736702353076715520","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",0,FALSE,FALSE,NA,NA
"@verge Love you, Microsoft Solitaire.",FALSE,102,"verge",2020-05-22 21:27:07,FALSE,"1263736924495392769","1263944506577227783","275686563","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",10,FALSE,FALSE,NA,NA
"Take a trip to the beach <U+2B07><U+FE0F><U+0001F3D6> https://t.co/UzuEX8KQQF",FALSE,410,NA,2020-05-22 21:05:00,FALSE,NA,"1263938938458210307",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",48,FALSE,FALSE,NA,NA
"@yasmene_hammoud *sends feature request to the team*",FALSE,40,"yazminion",2020-05-22 20:52:14,FALSE,"1263914116629950464","1263935727240450058","1166916434217197573","<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",2,FALSE,FALSE,NA,NA
"""While there's a lot of uncertainty around when we'll realistically reconnect at a large-scale event in the future,… https://t.co/M45e2Byg1s",FALSE,269,NA,2020-05-22 20:30:00,TRUE,NA,"1263930130310803463",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",49,FALSE,FALSE,NA,NA
"¦<U+FE0F>¦<U+FE0F> Happy 30th to Microsoft Solitaire! ¦<U+FE0F>¦<U+FE0F>
 
Help us celebrate this timeless classic by participating in today's… https://t.co/96zs9VUUUq",FALSE,765,NA,2020-05-22 19:00:13,TRUE,NA,"1263907536035602432",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",186,FALSE,FALSE,NA,NA
"Did you know? Microsoft Solitaire was originally invented to teach people how to use the mouse. <U+0001F5B1><U+FE0F>

Help us celebra… https://t.co/DAO37eqGaK",FALSE,691,NA,2020-05-21 22:00:00,TRUE,NA,"1263590393586708481",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",154,FALSE,FALSE,NA,NA
"RT @MicrosoftIndia: He left Salem as a student with moderate dyslexia and ADD. He returned with a doctorate and a mission to help children…",FALSE,0,NA,2020-05-21 21:00:00,FALSE,NA,"1263575293379465218",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",41,TRUE,FALSE,NA,NA
"RT @MSFTEnable: In this time of quarantine and isolation, it’s more imperative than ever before that we think about creating a world with a…",FALSE,0,NA,2020-05-21 19:25:00,FALSE,NA,"1263551383996899328",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",47,TRUE,FALSE,NA,NA
"@MSFTImagine @ChloeCondon @AuntLindsey So excited for this <U+0001F3B5>",FALSE,8,"MSFTImagine",2020-05-21 19:19:59,FALSE,"1263253370959089665","1263550124308828161","41012588","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Microsoft",0,FALSE,FALSE,NA,NA
"Developers bring behind-the-scenes magic to help companies change course quickly in a crisis:… https://t.co/CFkvMCv1FE",FALSE,295,NA,2020-05-21 19:00:23,TRUE,NA,"1263545190029103105",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",36,FALSE,FALSE,NA,NA
"S U P E R C O M P U T E R

   P R O J E C T   B O N S A I

      I M A G I N E   C U P

         A I   A T   S C A… https://t.co/awEaFu4YLn",FALSE,371,NA,2020-05-21 18:07:41,TRUE,NA,"1263531928164188160",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",85,FALSE,FALSE,NA,NA
"“There is one compelling truth to this accessibility world. The work will never be done.” — @jennylayfluffy, Micros… https://t.co/JZD4OewNGv",FALSE,216,NA,2020-05-21 17:00:15,TRUE,NA,"1263514959394324481",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",54,FALSE,FALSE,NA,NA
"RT @MSFTEnable: This Global Accessibility Awareness Day, we are sharing our journey.

Let us tell you a story, featuring some of the thousa…",FALSE,0,NA,2020-05-21 16:30:00,FALSE,NA,"1263507344744464385",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",183,TRUE,FALSE,NA,NA
"RT @msdev: And that’s a wrap on #MSBuild 2020! Thank you for joining us in exploring the future of tech and supercharging your skills along…",FALSE,0,NA,2020-05-21 15:31:53,FALSE,NA,"1263492718128480256",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",246,TRUE,FALSE,NA,NA
"As our first all-digital #MSBuild comes to a close, we thought sharing this tweet from Build 2018 would be appropri… https://t.co/NAqWrGtqcR",FALSE,250,NA,2020-05-21 15:00:01,TRUE,NA,"1263484701693673473",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",36,FALSE,FALSE,NA,NA
"<U+0001F534><U+0001F7E2> 
<U+0001F535><U+0001F7E1>

#MSBuild continues! <U+2B07><U+FE0F>  https://t.co/YFYF3edclp",FALSE,301,NA,2020-05-21 02:31:09,FALSE,NA,"1263296243062542336",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Microsoft",89,FALSE,FALSE,NA,NA
"ICYMI: We created one of the most powerful supercomputers in the world.

Learn about the incredible potential of th… https://t.co/UowSlrZJgy",FALSE,193,NA,2020-05-20 23:15:00,TRUE,NA,"1263246877530742785",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",74,FALSE,FALSE,NA,NA
"RT @windowsdev: Who <U+27A1><U+FE0F> @Kevintgallo, CVP of Developer Platform
What <U+27A1><U+FE0F> #MSBuild Windows Community Standup 
When <U+27A1><U+FE0F> TODAY at 4:15pm PST

Use…",FALSE,0,NA,2020-05-20 22:50:00,FALSE,NA,"1263240585781096449",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",33,TRUE,FALSE,NA,NA
"How do you appear on stage from the safety of your own home? Easy, background matting, deep neural networks, and an… https://t.co/2gf5i6JlJO",FALSE,221,NA,2020-05-20 22:30:22,TRUE,NA,"1263235648015695875",NA,"<a href=""https://prod2.sprinklr.com"" rel=""nofollow"">Sprinklr Publisher</a>","Microsoft",100,FALSE,FALSE,NA,NA
